Timestamp,Generation,Best fitness,Avg fitness
2024-05-01 01:46:28.406208,0,-64.78776213380436,-122.86012527675135
2024-05-01 01:46:59.590470,1,-8.529374428496514,-114.58500439756723
2024-05-01 01:47:31.875964,2,-2.3629985226976724,-112.02428625773992
2024-05-01 01:48:09.201657,3,-0.7775774185702555,-106.93985789116303
2024-05-01 01:48:56.197116,4,13.739892916708921,-103.06609149257005
2024-05-01 01:49:47.398943,5,-20.270964185754888,-100.81021017229426
2024-05-01 01:50:41.927277,6,15.757582245360044,-95.46879839791123
2024-05-01 01:51:37.878445,7,6.4149536899206385,-94.8349549227222
2024-05-01 01:52:29.283586,8,17.883476382107382,-87.37647390115966
2024-05-01 01:53:24.912893,9,53.35527819146656,-81.07732919484039
2024-05-01 01:54:20.542093,10,68.8040868253082,-75.75326044243988
2024-05-01 01:55:14.656764,11,67.7780312010042,-72.46153601073925
2024-05-01 01:56:15.415877,12,69.58526822291452,-68.2256102515111
2024-05-01 01:57:21.037460,13,78.34379991331635,-64.5281052306928
2024-05-01 01:58:28.109583,14,85.79562422410302,-53.89120274856955
2024-05-01 01:59:45.284220,15,90.62923153227352,5.83878946035517
2024-05-01 02:01:03.486321,16,114.00394404764361,22.921093113365743
2024-05-01 02:02:16.114308,17,125.62263385118243,26.28119555823364
2024-05-01 02:03:21.982208,18,124.2757072589618,19.338011346611857
2024-05-01 02:04:22.862836,19,127.53034660253054,21.92696483941752
2024-05-01 02:05:23.700168,20,130.60424057034987,31.247364282598536
2024-05-01 02:06:24.720758,21,132.11839550945962,25.27362149879423
2024-05-01 02:07:26.294262,22,129.43984640932877,31.307155150994557
2024-05-01 02:08:24.354241,23,131.53461366325104,26.422857662818227
2024-05-01 02:09:23.205534,24,132.34186349647695,24.187824593359213
2024-05-01 02:10:17.513996,25,132.02173780991475,15.120426903655785
2024-05-01 02:11:14.365836,26,139.28046649266233,18.427489187864225
2024-05-01 02:12:09.899035,27,134.974189431678,15.507479094242303
2024-05-01 02:13:08.302991,28,137.33049865191552,21.309967644990643
2024-05-01 02:14:06.924644,29,138.2387097230623,31.3458339865926
2024-05-01 02:15:04.732789,30,147.97963302507983,20.90833891807197
2024-05-01 02:15:59.801234,31,154.15551696184906,17.908118934841067
2024-05-01 02:16:56.016505,32,158.1239416508136,26.494743458140682
2024-05-01 02:17:51.494346,33,157.7923087726287,20.29204846049163
2024-05-01 02:18:38.174052,34,161.54075495881588,-0.514860706738408
2024-05-01 02:19:24.458177,35,162.90491401141813,-5.0555180250721845
2024-05-01 02:20:10.250412,36,160.02979060490995,-5.9890439416636445
2024-05-01 02:20:54.625423,37,159.3685113045004,-6.331378312917584
2024-05-01 02:21:37.139251,38,160.6206319457358,-6.982037132857012
2024-05-01 02:22:18.385042,39,160.5811775529433,-11.892274362807974
2024-05-01 02:23:00.364689,40,162.471897129278,-10.549822618339599
2024-05-01 02:23:43.312620,41,162.18259028333586,-6.589750076574606
2024-05-01 02:24:20.911379,42,162.89586299232096,-33.64648028489803
2024-05-01 02:25:05.070325,43,161.7723600578056,-7.842085247856298
2024-05-01 02:25:46.582064,44,162.45094525621215,-12.819386489457147
2024-05-01 02:26:30.609020,45,169.42592673032834,-5.581724589607424
2024-05-01 02:27:09.660028,46,168.73486281464815,-19.2920953153362
