Timestamp,Generation,Best fitness,Avg fitness
2024-05-01 01:51:46.358137,0,-79.48761971578145,-122.70587579539836
2024-05-01 01:52:13.924849,1,-65.58334130499642,-115.49431167579502
2024-05-01 01:52:42.271911,2,-57.11614389741226,-112.44312988925641
2024-05-01 01:53:15.282857,3,-34.912617665992414,-108.70146906074355
2024-05-01 01:53:51.685550,4,-13.73794338975408,-102.55359139257152
2024-05-01 01:54:32.322543,5,6.225259983673335,-101.12721390856365
2024-05-01 01:55:09.772861,6,-13.310050168456717,-94.91857773433304
2024-05-01 01:55:53.877476,7,-2.2454222719894643,-89.85057733531833
2024-05-01 01:56:39.883267,8,-1.2837250550264294,-84.91703454579263
2024-05-01 01:57:29.832584,9,6.296265580904669,-81.36013139266976
2024-05-01 01:58:19.550793,10,6.220439886985311,-81.52052916031121
2024-05-01 01:59:16.526193,11,6.257026444120839,-69.03262140020178
2024-05-01 02:00:04.739242,12,7.578253153174863,-72.5291933269334
2024-05-01 02:00:52.268330,13,9.490389782574084,-68.05440904646096
2024-05-01 02:01:32.930367,14,9.383078268246404,-66.91396069443758
2024-05-01 02:02:13.119420,15,9.770008182405443,-62.466036099606136
2024-05-01 02:03:02.343379,16,11.46265263406888,-54.066037369250665
2024-05-01 02:03:44.910640,17,11.380180597288511,-61.451902816426994
2024-05-01 02:04:29.498166,18,11.482835252422912,-58.8147079338387
2024-05-01 02:05:20.134133,19,12.641473278025114,-51.89817205866358
2024-05-01 02:06:18.274393,20,13.03422080873392,-35.71515346540862
2024-05-01 02:07:23.074564,21,12.96924044118414,-24.886652801344308
2024-05-01 02:08:31.723791,22,14.814082409920477,-18.889088276395388
2024-05-01 02:09:38.364616,23,16.554369304008198,-20.70690781571225
2024-05-01 02:10:47.026884,24,15.932661970370868,-15.27963723452159
2024-05-01 02:11:52.581556,25,15.960003854694307,-24.06886839808667
2024-05-01 02:12:57.035304,26,15.15155415724206,-24.991730870576347
2024-05-01 02:14:00.609288,27,15.322222336124236,-23.77218510034251
2024-05-01 02:15:06.282046,28,15.146936422470826,-19.72782362120048
2024-05-01 02:16:11.258657,29,18.213662845460252,-18.895376856729317
2024-05-01 02:17:14.717619,30,14.959278465827037,-24.161752797124407
